g,c,b,e
AVIL,12,58191159,58209852
FCF1,14,75179849,75203390
MED31,17,6546632,6554954
PPIL1,6,36822605,36842800
CUTC,10,101491957,101515894
TPRKB,2,73956956,73964517
APIP,11,34903842,34937939
TMBIM4,12,66530716,66563807
MIR423,17,28444096,28444190
NXF3,X,102330749,102348022
DPP9,19,4675243,4723855
MIR4648,7,2566707,2566786
GATA4,8,11561716,11617509
SLC22A2,6,160637793,160679963
CLEC11A,19,51226604,51228981
TTC3P1,X,74960372,74962914
ULK3,15,75128458,75135552
CLIC2,X,154505499,154563986
DIO3,14,102027687,102029789
OAZ2,15,64979772,64995462
SUCLG1,2,84650646,84686586
MYBPC2,19,50936159,50969583
MLLT3,9,20344967,20622514
MGST3,1,165600109,165625372
SLC28A2,15,45544427,45568132
SLC6A5,11,20620945,20676610
ABO,9,136130562,136150630
COMMD8,4,47452810,47465676
SLC48A1,12,48166966,48176536
SDHAF2,11,61197596,61214239
LOC643486,X,95592084,95592901
FAM183CP,8,29779028,29811123
ZNF646,16,31085742,31094833
TMEM63A,1,226033232,226070420
SLC10A5,8,82605890,82607207
ZNF585B,19,37672480,37701451
TCEAL7,X,102585113,102587251
UBTD2,5,171636649,171710795
CHMP7,8,23101149,23119512
LONRF1,8,12579405,12612992
PARS2,1,55222570,55230226
C19orf40,19,33463147,33467960
ANGPTL7,1,11249345,11256038
ZNF439,19,11976843,11980306
C12orf23,12,107349543,107367813
TICRR,15,90118817,90171253
RPUSD2,15,40861536,40866661
CDC42EP1,22,37956470,37965410
PRKD3,2,37477645,37544222
TG,8,133879204,134147143
PRG3,11,57144241,57148623
SPON1,11,13984183,14289679
PIAS3,1,145575987,145586546
LGALS2,22,37966252,37976024
EXT1,8,118811601,119124058
GBX1,7,150845675,150864867
KIAA0947,5,5422785,5490347
NAGK,2,71295407,71305998
STAB2,12,103981068,104160502
LONP2,16,48278210,48387407
L3MBTL2,22,41601312,41627275
GRWD1,19,48949029,48957164
MARVELD1,10,99473464,99477909
DNAJC5,20,62526454,62567384
SLC25A18,22,18043182,18073647
INHBE,12,57849095,57851791
FAM57B,16,30035747,30042186
KRT73,12,53001353,53012343
C15orf61,15,67813521,67819641
RALA,7,39663151,39747723
PHF2,9,96338908,96441869
PTPN14,1,214522038,214725024
PDHA2,4,96761238,96762625
PRKCE,2,45879042,46415129
NAP1L3,X,92925924,92928682
ADAMTS3,4,73146685,73434516
ZDHHC2,8,17013835,17080241
RSAD1,17,48556189,48563336
TMEM144,4,159131400,159176439
FAM87A,8,325930,333174
RFK,9,79000432,79009444
SMG8,17,57287370,57292611
CHST6,16,75507021,75528926
TICAM2,5,114914338,114938176
ZNF500,16,4800814,4817166
UTP14C,13,52598826,52607736
MIR4319,18,42550046,42550131
LOC100996485,5,134368969,134680370
C8orf33,8,146277823,146281416
UBE2Z,17,46985730,47006422
PYCRL,8,144686082,144691784
SELRC1,1,53152013,53164038
ZNF649,19,52392487,52408305
C5orf42,5,37106329,37249530
SNORD96B,X,109468216,109468288
GPR125,4,22388996,22517677
NKAIN4,20,61872135,61885892
C16orf11,16,610421,615529
AP3S1,5,115177618,115249778
SLC9A3,5,473333,524549
SLC7A4,22,21383006,21386847
NDUFA5,7,123181082,123197958
HS3ST1,4,11399987,11430537
GOLGA5,14,93260649,93306304
HSPG2,1,22148736,22263750
KRT16,17,39766030,39769079
DEFA3,8,6873390,6875816
KRT6B,12,52840434,52845910
KRT6A,12,52880957,52887181
FANCF,11,22644078,22647387
EIF5AL1,10,81272356,81276192
SNORA35,X,113865258,113865386
PRKAB1,12,120105760,120119429
ALX3,1,110602996,110613322
MCAM,11,119179233,119187840
ARHGAP29,1,94634462,94703307
SNHG12,1,28905049,28908366
SNRNP40,1,31732414,31769644
FIGF,X,15363712,15402535
LRP6,12,12268960,12419811
PAWR,12,79985744,80084790
PPP1R3D,20,58511886,58515352
PPP1R2,3,195241220,195270224
PPEF2,4,76781025,76823681
PRSS16,6,27215501,27224399
POU4F1,13,79173229,79177695
POU2AF1,11,111222980,111250157
POLR2J,7,102113547,102119381
POLR2I,19,36604610,36606206
POLE,12,133200347,133263945
HIF1AN,10,102295640,102313681
MBD3L1,19,8953268,8954016
SPATA5,4,123844224,124240604
VTI1A,10,114206755,114578504
CSNK1A1L,13,37677396,37679801
NAPRT1,8,144656954,144660513
CABP4,11,67222817,67229245
MAP2K7,19,7968764,7979363
SLC2A12,6,134308718,134373789
FAM84A,2,14772809,14780168
DNAJB7,22,41255553,41258130
DIRAS1,19,2714564,2721390
WDR63,1,85527992,85598821
WIF1,12,65444403,65515346
CDK14,7,90338711,90839904
ICMT,1,6281252,6296044
ANP32D,12,48866447,48866843
PFDN2,1,161070345,161087866
PFAS,17,8152595,8173809
LOC101593348,12,122710988,122713339
MEP1A,6,46761093,46807519
KLHDC2,14,50234786,50249856
MRPL51,12,6601315,6602471
NPPC,2,232786804,232791038
ZCCHC17,1,31769841,31837780
RNF181,2,85822836,85824831
MRPL27,17,48445227,48450562
MRPL37,1,54665839,54684056
PBDC1,X,75392770,75398033
TMEM69,1,46153846,46160108
VTA1,6,142468409,142542085
PDZD11,X,69506210,69509798
C9orf156,9,100666771,100684852
CSF1R,5,149432853,149492935
POLR2F,22,38349673,38365319
EGLN3,14,34393420,34420284
CCDC28B,1,32666201,32670991
FAM134A,2,220042938,220050197
ZSCAN5A,19,56732678,56739659
DHX58,17,40253421,40264751
TAF1D,11,93469095,93474703
TRIM48,11,55029657,55038595
OR10A3,11,7960122,7961067
OPLAH,8,145106166,145115584
MIR518A1,19,54234259,54234344
MIR508,X,146318430,146318545
MIR507,X,146312501,146312595
MIR450A2,X,133674537,133674637
MIR501,X,49774329,49774413
MIR500A,X,49773038,49773122
MIR516A1,19,54259994,54260084
MIR527,19,54257271,54257356
MIR522,19,54254464,54254551
MIR521-1,19,54251889,54251976
MIR518A2,19,54242586,54242673
MIR516B1,19,54240098,54240188
MIR518D,19,54238130,54238217
TNFAIP1,17,26662547,26674035
MRPL23,11,1968501,1977839
UTP3,4,71554195,71556268
PCNP,3,101293041,101313281
PPA1,10,71962585,71993190
PPIA,7,44836240,44842716
POLR2L,11,839720,842529
GAGE7,X,49216677,49223939
ADCY1,7,45614124,45762714
RAB1B,11,66036055,66044963
ISG20L2,1,156692412,156697705
LOC100287177,19,46144904,46146092
WFDC10A,20,44258384,44259831
TMC2,20,2517252,2622430
ROMO1,20,34287231,34288902
GSTP1,11,67351065,67354124
ENHO,9,34521039,34523037
NAT16,7,100813773,100823557
VWC2,7,49813256,49952138
TANGO2,22,20008630,20053447
LDLRAD4-AS1,18,13419497,13427533
MIR4468,7,137808503,137808567
MIR4426,2,55461299,55461985
C1orf158,1,12806162,12821102
ORAI3,16,30960404,30966259
CELA2B,1,15802595,15817895
C16orf91,16,1469744,1470801
PTPN4,2,120517206,120742474
SMIM18,8,30496116,30503469
KCNJ6,21,38996784,39288741
KCNA5,12,5153084,5155954
MFAP5,12,8798539,8815433
CUL5,11,107879407,107978488
CSRP3,11,19203576,19232118
LRCH4,7,100171633,100183776
SLC35F1,6,118228688,118638839
LOC100131094,19,4679293,4685960
LOC100287036,16,89387540,89391518
KCTD4,13,45766987,45775175
KCTD8,4,44175919,44450824
KCTD13,16,29917656,29937545
OR5H1,3,97851541,97852483
DUSP27,1,167064086,167098402
SNN,16,11762288,11773015
MAGOHB,12,10756363,10766208
MOCOS,18,33767479,33848685
IFNL3,19,39734271,39735611
ILDR2,1,166882440,166944561
C9orf50,9,132374503,132383055
PRAMEF13,1,13447413,13452656
MSL1,17,38278789,38293045
B9D2,19,41860321,41870078
WBSCR16,7,74456282,74489699
FAM49A,2,16730729,16847134
C1orf21,1,184356149,184598155
VOPP1,7,55538305,55640200
SLFN12L,17,33801941,33814758
GALNT6,12,51745832,51785200
PRLH,2,238475216,238475818
UBR5,8,103264501,103424917
PADI3,1,17575592,17610727
FMO4,1,171283485,171311223
FMO1,1,171217662,171255113
DUSP11,2,73989324,74007284
LONRF2,2,100889752,100939195
DEFB115,20,29845466,29847435
SPINK1,5,147204142,147211260
YARS,1,33240839,33283633
PIK3C2G,12,18414473,18801352
SLC9A2,2,103236165,103327809
HIBADH,7,27565058,27702620
RGS16,1,182567757,182573548
GRK5,10,120967196,121215131
IMMP1L,11,31453948,31531169
MINOS1P1,13,33070350,33072629
PRKX,X,3522383,3631675
DMWD,19,46286263,46296060
EPRS,1,220141941,220220000
RPS6KA3,X,20168028,20284750
RARRES3,11,63304272,63313930
FDX1L,19,10420890,10426691
LRRC58,3,120043575,120068186
TIAM1,21,32490735,32931290
GJB2,13,20761603,20767114
ZNF259,11,116649275,116658739
ACTL7B,9,111616868,111618275
C11orf85,11,64705928,64727609
LOC286238,9,91262093,91267075
PVALB,22,37196744,37215517
ZNF618,9,116638561,116818875
PLCD3,17,43189007,43209891
CCDC88C,14,91737666,91884188
KIAA1407,3,113682983,113775460
FAM160A1,4,152330397,152584784
ARIH2OS,3,48955220,48956818
ZCWPW2,3,28431986,28566632
COA3,17,40949635,40950743
PCDH17,13,58205788,58303065
PRSS41,16,2848485,2855133
INHBC,12,57828542,57844609
HECW1,7,43152197,43602938
BAHD1,15,40733410,40760441
TRAK2,2,202241929,202316319
FTSJD2,6,37400906,37449284
MYLPF,16,30386122,30389310
CPSF1,8,145618445,145634733
RASA2,3,141205925,141331197
ASTE1,3,130732720,130745646
NTMT1,9,132388434,132397879
MAGEH1,X,55478537,55479999
LRRC37A6P,10,27534781,27541235
SNORD31,11,62620797,62620865
LOC284578,1,205523400,205525763
GALNT18,11,11292420,11643561
MAP1LC3C,1,242158791,242162385
GPR179,17,36481492,36499693
ZC3HAV1L,7,138710451,138720775
DAO,12,109273856,109294710
MTA2,11,62360674,62369312
MIR300,14,101507699,101507781
MIR874,5,136983260,136983338
MIR891A,X,145109311,145109390
MIR770,14,101318726,101318824
FDCSP,4,71091787,71100968
RC3H1,1,173900351,173962210
UBR3,2,170684017,170940639
LOC653160,1,35441299,35444307
SLFNL1-AS1,1,41480261,41509562
LOC731424,4,185764449,185768200
LINC00616,4,138948576,139051839
AP4B1-AS1,1,114399256,114443859
LOC285484,4,6202459,6235663
RABEP2,16,28915741,28936532
OR10T2,1,158368311,158369256
OR10S1,11,123847402,123848398
OR6C74,12,55641071,55642010
CDS2,20,5107406,5178533
LGALS13,19,40093168,40098114
GLS2,12,56864735,56882181
OR5T3,11,56019675,56020698
SPRR2F,1,153084612,153085989
LIPM,10,90562486,90580303
LOC100289580,16,88797587,88807833
CXorf21,X,30576940,30596033
PATE1,11,125616187,125619743
PYGO2,1,154929501,154934258
ACTRT1,X,127184940,127186382
SPTSSA,14,34902143,34931468
DTX3L,3,122283184,122294049
ZNF681,19,23921996,23941693
NUP35,2,183989082,184026408
CSTL1,20,23420321,23425567
GUSBP5,4,144480624,144482613
PDCD1LG2,9,5510544,5571282
RAB8A,19,16222489,16244445
CHERP,19,16628699,16653263
FOXD3,1,63788729,63790797
ERCC6,10,50662525,50747169
MYH7,14,23881946,23904870
HSPA4,5,132387661,132440709
LY75,2,160659867,160761267
RPL23AP32,2,54756358,54756978
RPUSD1,16,834973,838383
PNPT1,2,55861197,55921045
HELB,12,66696334,66737423
EVA1C,21,33784751,33887697
SMIM11,21,35747748,35761452
C21orf58,21,47721046,47743785
KRTAP16-1,17,39463951,39465505
TCF15,20,584636,590910
TCP10,6,167786576,167797998
TBX6,16,30097114,30103205
PIP4K2A,10,22823765,23003503
SLC18A3,10,50818346,50820766
RAB12,18,8609442,8639380
CACUL1,10,120440493,120514758
KLHDC1,14,50159822,50219870
MIR636,17,74732531,74732630
TNNI1,1,201372894,201390874
TNNC2,20,44451854,44455953
SKP1P2,12,17141680,17143562
MIR199B,9,131006999,131007109
MIR526B,19,54197646,54197729
MIR520A,19,54194134,54194219
MIR199A2,1,172113674,172113784
MIR563,3,15915277,15915356
MIR671,7,150935506,150935624
MIR376B,14,101506772,101506872
CLEC19A,16,19297104,19322269
CLDN25,11,113650517,113651207
LOC641515,1,202794328,202795421
MIR502,X,49779205,49779291
MIR451A,17,27188386,27188458
UNC5C,4,96083655,96470361
HSD17B6,12,57157107,57181574
TNFRSF21,6,47199262,47277683
GUCD1,22,24936405,24951275
TMEM47,X,34645180,34675405
SUZ12,17,30264043,30328057
MIR532,X,49767753,49767844
MIR504,X,137749871,137749954
LOC100130539,10,44788197,44790097
C9orf62,9,138235094,138238404
USP17L13,4,9226621,9228214
MTCP1,X,154292308,154299547
LRIT2,10,85980248,85985284
CMC4,X,154289899,154299547
C14orf28,14,45366506,45376460
HNRNPUL2,11,62480096,62494857
LOC100506548,5,40825364,40829244
LRRK2,12,40618812,40763086
TMEM191C,22,21821458,21824224
ZNF316,7,6676952,6697910
PAGE2B,X,55101488,55105336
DYNLT1,6,159057506,159065804
SLC2A1,1,43391045,43424847
SCN10A,3,38738836,38835501
XPO4,13,21351467,21476913
LMBR1,7,156473569,156685902
C7orf55-LUC7L2,7,139025877,139108203
USP22,17,20902905,20946352
KIAA1033,12,105501491,105562906
ZNF275,X,152599612,152618384
KIAA1751,1,1884751,1935276
TMEM8C,9,136379707,136390068
RBMXL3,X,114423962,114427431
USP45,6,99880183,99963252
GCN1L1,12,120565013,120632513
CDC42BPG,11,64591661,64612041
DPPA4,3,109044987,109056419
SNTG2,2,946553,1371384
HCN1,5,45255051,45696220
OARD1,6,41034530,41040188
CRLF1,19,18704034,18717660
RAD50,5,131892615,131980313
OR5D13,11,55540913,55541858
KIF25-AS1,6,168394866,168397757
DOC2B,17,6010,31421
POLE4,2,75185774,75196859
RDH14,2,18735988,18741959
SPATA16,3,172607146,172859058
CEP135,4,56814973,56899529
KRTAP19-4,21,31869173,31869428
KRTAP19-2,21,31859508,31859667
SCCPDH,1,246887377,246931440
UTP18,17,49337896,49375292
KRTAP19-1,21,31852363,31852636
METRN,16,765172,767480
RASL11B,4,53728494,53733002
USP26,X,132159506,132162300
ARHGEF35,7,143883175,143892791
ITM2B,13,48807273,48836232
ZNF711,X,84498996,84528368
ZNF335,20,44577291,44600833
ZBED2,3,111311746,111314182
ZNF277,7,111846642,111983989
PCIF1,20,44563316,44576662
DCAF4L1,4,41983712,41988484
OR5M8,11,56257910,56258846
OR6B1,7,143701089,143702025
RAB41,X,69502021,69504852
OR5C1,9,125551211,125552174
PRSS58,7,141951957,141957878
NACC2,9,138898382,138987131
PXDNL,8,52232136,52722005
ADHFE1,8,67344717,67381044
LRGUK,7,133812104,133948933
OR6B2,2,240968907,240969846
CTTNBP2NL,1,112938799,113003786
LEFTY1,1,226073981,226076846
FGF6,12,4543307,4554780
HPR,16,72097124,72111145
ABRACL,6,139349818,139364439
WIZ,19,15532317,15560762
RBM25,14,73525220,73588076
DMRT3,9,976967,991732
SELK,3,53919225,53925989
PRODH2,19,36290891,36304201
NTN4,12,96051582,96184536
SCAF1,19,50145381,50161906
PROL1,4,71263598,71275914
ZNF462,9,109625377,109773796
MYL7,7,44178462,44180916
PNMAL2,19,46994447,46999169
AICDA,12,8754761,8765442
KRTAP5-8,11,71249070,71250253
ERRFI1,1,8071778,8086393
PEX14,1,10535002,10690815
PET112,4,152591808,152682175
RGMB-AS1,5,98105321,98108788
LOC389906,X,3735575,3761935
LOC152742,4,14113591,14141676
LINC00884,3,194207868,194209274
LOC389641,8,23082733,23088439
MAGEL2,15,23888695,23892993
FZD7,2,202899309,202903160
VPS4B,18,61056424,61089752
SCAMP1,5,77656338,77776562
C1QTNF9B,13,24465427,24471125
PPP1R27,17,79791367,79792926
OR5D14,11,55563031,55563976
NBPF23,1,149125597,149154987
NADSYN1,11,71164216,71212581
TRHDE,12,72666528,73059422
GNB1L,22,19775933,19842462
KLHL32,6,97372495,97588630
CISD1,10,60028861,60049019
TACR3,4,104510624,104640973
NCL,2,232319458,232329205
MAP1B,5,71403117,71505397
MANBA,4,103552642,103682151
USP17L4,8,7194636,7196229
USP17L8,8,7829182,7830775
USP17L7,8,11989925,11991518
HMGN4,6,26538571,26547164
TIMM44,19,7991602,8008708
ZNHIT1,7,100860984,100867471
CMTM8,3,32280170,32411813
NPAS4,11,66188474,66194177
IL5,5,131877135,131879214
AVPR1B,1,206224282,206231482
NKIRAS1,3,23933571,23958537
SLC17A6,11,22359666,22401046
CNNM1,10,101088855,101154087
GRAMD1B,11,123396527,123493518
SLAIN2,4,48343612,48428215
PITPNM2,12,123468026,123594975
RPRM,2,154333851,154335322
TRPV5,7,142605647,142630820
SAP30,4,174292092,174298683
SNORD111B,16,70563401,70563502
MIR3607,5,85916313,85916392
MIR3606,2,189860355,189860418
MIR3605,1,33797993,33798093
CLEC4D,12,8666135,8674960
TUBA3D,2,132233579,132240507
SLC44A1,9,108006928,108153682
TRIM66,11,8633583,8680383
MIR3612,12,128778636,128778723
LINC00595,10,80027084,80039970
MIR3622B,8,27559189,27559284
MIR3622A,8,27559193,27559276
MIR3621,9,140063637,140063722
MIR3620,1,228284963,228285042
MIR23C,X,20035205,20035305
MIR3619,22,46486923,46487006
MIR3618,22,20073268,20073356
MIR3616,20,45795608,45795700
MIR3615,17,72744751,72744838
MIR503HG,X,133677406,133680660
LBX2-AS1,2,74729743,74732192
DNM1P35,15,76020010,76032418
CLCA3P,1,87099958,87121059
POM121L10P,22,25041132,25055114
POM121L1P,22,22974027,22987012
RNA5SP411,16,34980893,34981007
TMEM243,7,86825477,86849031
ADAM21,14,70918873,70926622
UBAP2,9,33921690,34048947
KIAA1211,4,57036360,57196890
ENPP5,6,46127761,46138717
CARD18,11,105008447,105010461
SLFN14,17,33875143,33885110
GRAPL,17,19030781,19062148
PPIAL4E,1,148644010,148644795
URAD,13,28552242,28562774
UNC119B,12,121148237,121161443
ACCSL,11,44069530,44081527
NR5A1,9,127243514,127269699
CYP2R1,11,14899555,14913751
MAGEF1,3,184428154,184429836
NPFFR1,10,72014712,72043450
LRRC4,7,127667123,127671002
LRRC2,3,46556877,46608040
HAUS3,4,2230095,2243860
LRFN3,19,36428021,36436097
IRF2BPL,14,77490885,77495042
GLB1L,2,220101502,220110131
MIR3682,2,54076258,54076342
MIR3679,2,134884695,134884763
MIR3678,17,73402149,73402243
MIR3677,16,2320713,2320773
MIR3676,17,8090492,8090577
MIR3671,1,65523437,65523525
MIR3668,6,140526388,140526463
MIR3666,7,114293399,114293510
MIR3665,13,78272146,78272251
MIR3664,11,70718374,70718473
MIR3663,10,118927188,118927285
MIR3662,6,135300475,135300570
MIR3661,5,133561447,133561543
MIR3660,5,89312437,89312537
MIR3659,1,38554902,38555001
MIR3658,1,165877157,165877213
SS18L1,20,60718821,60757566
MIR3646,20,43036759,43036843
MIR3656,11,118889653,118889722
MIR3655,5,140027428,140027511
MIR3650,5,38557603,38557663
MIR3649,12,1769480,1769546
MIR3648,21,9825831,9826011
MIR3926-2,8,12584745,12584808
MIR3939,6,167411294,167411400
MIR676,X,69242706,69242773
MIR548Y,14,48230197,48230307
MIR3938,3,55886519,55886622
MIR3926-1,8,12584740,12584813
MIR3925,6,36590212,36590289
MIR3924,10,59064238,59064319
MIR3910-2,9,94398548,94398627
MIR3921,3,99683157,99683242
MIR3920,11,101390550,101390636
MIR3919,3,159000434,159000523
MIR3917,1,26232852,26232945
MIR3916,1,247365268,247365362
MIR3914-2,7,70772659,70772754
MIR3914-1,7,70772657,70772756
MIR3913-2,12,69978502,69978602
MIR3913-1,12,69978501,69978603
MIR3912,5,170813659,170813764
MIR3911,9,130452965,130453074
MIR3910-1,9,94398532,94398643
MIR3909,22,35731632,35731751
MIR3908,12,124020955,124021081
MIR3689B,9,137741970,137742118
MIR3907,7,151130574,151130725
MIR3180-5,16,2185977,2186130
MIR3180-4,16,15248706,15248859
MIR3714,3,16974687,16974752
MIR3692,6,157950163,157950232
MIR3691,6,5148466,5148556
MIR3689A,9,137741020,137742490
MIR3688-1,4,160049953,160050046
MIR3687,21,9826202,9826263
MIR3685,12,95703698,95703760
MIR3684,4,99918537,99918611
PGLYRP3,1,153270337,153283194
DEFB134,8,11851488,11853760
CYC1,8,145149959,145152428
PARG,10,51026324,51371331
OR4N2,14,20295607,20296531
LOC100288866,17,47583018,47651426
OR4N5,14,20611894,20612821
OR4X2,11,48266655,48267567
OR4X1,11,48285412,48286330
C2orf69,2,200775978,200792996
RGL4,22,24033047,24041363
ZFP1,16,75182420,75206132
RORB,9,77112251,77302117
WWP1,8,87354993,87480178
TMEM132B,12,125811161,126143589
RMDN2-AS1,2,38177476,38263484
ARMC12,6,35704858,35716685
KIF6,6,39302875,39693181
SPATS1,6,44310396,44344904
CCDC11,18,47753562,47792865
C11orf82,11,82612736,82645699
GLYATL2,11,58601539,58611997
ZNF25,10,38238794,38265453
YPEL4,11,57412559,57417417
NLRP11,19,56296762,56348128
SUSD3,9,95820988,95847415
OR2M2,1,248343287,248344331
GPR111,6,47624325,47665533
OR5B2,11,58189737,58190786
OR2T3,1,248636651,248637608
OR2A2,7,143806675,143807632
PAG1,8,81880045,82024303
BARX1,9,96713908,96717608
ZNF708,19,21473962,21512212
IFNA17,9,21227241,21228221
TMEM8A,16,420775,431950
IL22RA1,1,24446260,24469775
NGB,14,77731833,77737655
PELI2,14,56585092,56768031
SDHAP2,3,195384909,195415735
SDHAP1,3,195686791,195717150
LOC441666,10,42827313,42863493
LINC00051,8,143279716,143290364
FAM225B,9,115867002,115873957
LOC642846,12,9436252,9466684
HHIP,4,145567147,145659881
MRM1,17,34958024,34965407
L2HGDH,14,50709151,50778947
SLC35E1,19,16660647,16683193
CNTD2,19,40728114,40732597
KIAA0319L,1,35899090,36023037
MAP6D1,3,183533663,183543393
COL20A1,20,61924537,61962285
OR51E2,11,4701400,4719076
TUBB1,20,57594308,57601709
GJA9,1,39339738,39347298
TMPRSS5,11,113558267,113577068
ILKAP,2,239079042,239112324
AKNA,9,117096432,117156685
DUXA,19,57663093,57678856
DPRX,19,54135309,54140263
C18orf56,18,649619,658340
C9orf106,9,132083294,132084882
KRTAP5-10,11,71276608,71277666
KRTAP5-4,11,1642187,1643368
KRTAP5-3,11,1628794,1629693
C14orf182,14,50448429,50474238
USP49,6,41765382,41863099
KIAA1704,13,45563686,45602404
GABRQ,X,151806636,151821825
LRP1B,2,140988995,142889270
LRRC59,17,48458593,48474914
DGCR6L,22,20301760,20307628
LOC440243,15,23569671,23579379
MAML1,5,179159850,179204287
RNU6-81P,2,132202795,132360468
RNU6-16P,7,25880600,25880630
OR4P4,11,55405833,55406772
LINC00342,2,96472799,96492729
PAQR8,6,52226925,52272575
GTF2IRD2P1,7,72656901,72685658
RNU6-67P,21,22657821,22658102
RNU6-69P,3,86490313,86490361
RNU6-71P,6,56137688,56615138
MIR9-2,5,87962670,87962757
KHDC3L,6,74072399,74073898
UBE2U,1,64669489,64710027
SAMD11,1,861120,879961
CDKL1,14,50796719,50862617
NFKBIE,6,44225902,44233525
NDUFS6,5,1801495,1816167
NDUFS3,11,47600561,47606115
IRS1,2,227596032,227663506
INPP5A,10,134351352,134596984
CEBPB,20,48807119,48809227
IFNGR2,21,34775201,34809828
IFI35,17,41158741,41166476
DHH,12,49483205,49488602
CWC22,2,180809603,180871780
CPNE5,6,36708554,36807220
FANCM,14,45605135,45670093
C16orf86,16,67700716,67702661
ZKSCAN2,16,25247321,25268855
TCEAL5,X,102528617,102531797
PF4,4,74846541,74847841
NDNL2,15,29560352,29562020
IL17RD,3,57124009,57199403
RMND5B,5,177558027,177575479
NOX3,6,155716501,155777037
CD207,2,71057342,71062953
PLA2G3,22,31530792,31536469
G0S2,1,209848669,209849735
GLTSCR1,19,48111452,48206534
C15orf39,15,75494220,75504510
